agency,domain,funding_scheme,ending_year,no_projects,if,ais,avg_if_perc,funding_eur,weig_if,weig_ais,weig_avg_if_perc
ERC,LS8,Advanced Grant (AdG),2013,4,1111.679,480.559,131.15224,8910279,124.76,53.93,14.72
ERC,LS8,Advanced Grant (AdG),2014,4,441.72,211.189,49.37034,6303954,70.07,33.5,7.83
ERC,LS8,Advanced Grant (AdG),2015,10,1886.432,866.937,281.66015,22015661,85.69,39.38,12.79
ERC,LS8,Advanced Grant (AdG),2016,13,1764.552,763.317,260.57402,30565408,57.73,24.97,8.53
ERC,LS8,Advanced Grant (AdG),2017,11,2869.408,1239.701,353.28005,23539412,121.9,52.66,15.01
ERC,LS8,Advanced Grant (AdG),2018,22,3840.596,1584.514,521.80096,49641438,77.37,31.92,10.51
ERC,LS8,Advanced Grant (AdG),2019,6,1024.877,465.013,116.43625,15400929,66.55,30.19,7.56
ERC,LS8,Advanced Grant (AdG),2020,5,1107.684,454.01,130.00215,11953752,92.66,37.98,10.88
ERC,LS8,Advanced Grant (AdG),2021,6,945.672,407.412,107.05668,14707403,64.3,27.7,7.28
ERC,LS8,Advanced Grant (AdG),2022,10,996.589,455.887,113.84854,24509333,40.66,18.6,4.65
ERC,LS8,Advanced Grant (AdG),2023,11,683.201,307.547,70.18186,27609046,24.75,11.14,2.54
ERC,LS8,Advanced Grant (AdG),2024,8,604.904,255.421,55.09692,19919571,30.37,12.82,2.77
ERC,LS8,Advanced Grant (AdG),2025,8,193.299,90.83,12.34162,20595565,9.39,4.41,0.6
ERC,LS8,Advanced Grant (AdG),2026,1,0,0,0,2499609,0,0,0
ERC,LS8,Consolidator Grant (CoG),2019,11,2203.792,1073.265,202.55547,20158235,109.32,53.24,10.05
ERC,LS8,Consolidator Grant (CoG),2020,7,599.69,297.164,44.95379,13970786,42.92,21.27,3.22
ERC,LS8,Consolidator Grant (CoG),2021,16,1676.979,774.171,172.67331,32008565,52.39,24.19,5.39
ERC,LS8,Consolidator Grant (CoG),2022,19,2105.695,871.482,255.58246,37811697,55.69,23.05,6.76
ERC,LS8,Consolidator Grant (CoG),2023,14,1503.726,674.853,122.3473,27223817,55.24,24.79,4.49
ERC,LS8,Consolidator Grant (CoG),2024,11,221.412,95.383,24.15578,22653416,9.77,4.21,1.07
ERC,LS8,Consolidator Grant (CoG),2025,10,110.327,39.319,16.26351,20114236,5.49,1.95,0.81
ERC,LS8,Consolidator Grant (CoG),2026,7,0,0,0,14888811,0,0,0
ERC,LS8,Starting Grant (StG),2014,4,474.591,227.998,50.07729,4175058,113.67,54.61,11.99
ERC,LS8,Starting Grant (StG),2015,13,3002.322,1377.005,370.93101,18222392,164.76,75.57,20.36
ERC,LS8,Starting Grant (StG),2016,19,3329.314,1559.266,372.25181,28127147,118.37,55.44,13.23
ERC,LS8,Starting Grant (StG),2017,15,2315.476,1044.332,277.78255,21583074,107.28,48.39,12.87
ERC,LS8,Starting Grant (StG),2018,16,2695.538,1250.427,286.53019,23891725,112.82,52.34,11.99
ERC,LS8,Starting Grant (StG),2019,6,548.705,234.682,64.55489,8742638,62.76,26.84,7.38
ERC,LS8,Starting Grant (StG),2020,6,663.761,286.332,97.54925,8991031,73.82,31.85,10.85
ERC,LS8,Starting Grant (StG),2021,20,2573.501,1127.355,280.8358,30370575,84.74,37.12,9.25
ERC,LS8,Starting Grant (StG),2022,17,1722.575,825.928,130.19248,25423303,67.76,32.49,5.12
ERC,LS8,Starting Grant (StG),2023,19,970.273,423.394,91.09378,28038347,34.61,15.1,3.25
ERC,LS8,Starting Grant (StG),2024,19,843.961,391.2,63.7216,28738112,29.37,13.61,2.22
ERC,LS8,Starting Grant (StG),2025,16,206.184,88.012,19.8489,24455200,8.43,3.6,0.81
ERC,LS8,Starting Grant (StG),2026,13,4.638,2.07,0.86243,20509340,0.23,0.1,0.04
ERC,LS9,Advanced Grant (AdG),2013,1,34.412,17.669,4.24238,2125980,16.19,8.31,2
ERC,LS9,Advanced Grant (AdG),2014,6,939.723,315.727,162.20597,14142871,66.44,22.32,11.47
ERC,LS9,Advanced Grant (AdG),2015,5,1193.112,517.223,128.31549,12075096,98.81,42.83,10.63
ERC,LS9,Advanced Grant (AdG),2016,4,188.442,77.522,17.99595,9449128,19.94,8.2,1.9
ERC,LS9,Advanced Grant (AdG),2017,9,1458.096,527.562,187.34426,22958255,63.51,22.98,8.16
ERC,LS9,Advanced Grant (AdG),2018,7,1972.882,758.525,228.55927,18475479,106.78,41.06,12.37
ERC,LS9,Advanced Grant (AdG),2019,10,1949.114,736.575,208.74209,25570540,76.22,28.81,8.16
ERC,LS9,Advanced Grant (AdG),2020,2,80.199,21.213,11.1028,5049250,15.88,4.2,2.2
ERC,LS9,Advanced Grant (AdG),2021,8,1539.045,516.68,121.77133,20454420,75.24,25.26,5.95
ERC,LS9,Advanced Grant (AdG),2022,10,856.968,342.802,100.48956,24263613,35.32,14.13,4.14
ERC,LS9,Advanced Grant (AdG),2023,7,466.183,174.751,34.59963,17456948,26.7,10.01,1.98
ERC,LS9,Advanced Grant (AdG),2024,5,171.591,63.957,14.51339,13089482,13.11,4.89,1.11
ERC,LS9,Advanced Grant (AdG),2025,4,11.148,4.038,1.89981,9974050,1.12,0.4,0.19
ERC,LS9,Advanced Grant (AdG),2026,1,0,0,0,2499068,0,0,0
ERC,LS9,Consolidator Grant (CoG),2019,9,1138.083,372.878,165.57172,17375530,65.5,21.46,9.53
ERC,LS9,Consolidator Grant (CoG),2020,5,639.006,197.305,71.37421,10242410,62.39,19.26,6.97
ERC,LS9,Consolidator Grant (CoG),2021,10,848.817,287.13,94.06053,19489218,43.55,14.73,4.83
ERC,LS9,Consolidator Grant (CoG),2022,14,1088.291,378.198,119.22513,27371028,39.76,13.82,4.36
ERC,LS9,Consolidator Grant (CoG),2023,10,598.171,205.926,72.71935,20248888,29.54,10.17,3.59
ERC,LS9,Consolidator Grant (CoG),2024,6,156.052,49.124,16.58707,11884433,13.13,4.13,1.4
ERC,LS9,Consolidator Grant (CoG),2025,10,195.229,82.333,15.62917,19982311,9.77,4.12,0.78
ERC,LS9,Consolidator Grant (CoG),2026,10,12.572,4.19,1.80434,20174390,0.62,0.21,0.09
ERC,LS9,Starting Grant (StG),2014,2,93.499,31.577,16.16048,3600000,25.97,8.77,4.49
ERC,LS9,Starting Grant (StG),2015,7,767.082,316.623,81.08359,9300239,82.48,34.04,8.72
ERC,LS9,Starting Grant (StG),2016,14,1283.271,431.64,195.26036,19996009,64.18,21.59,9.76
ERC,LS9,Starting Grant (StG),2017,16,1965.58,636.615,233.72289,23232609,84.6,27.4,10.06
ERC,LS9,Starting Grant (StG),2018,7,737.546,291.286,90.11434,10657539,69.2,27.33,8.46
ERC,LS9,Starting Grant (StG),2019,8,871.851,326.226,93.17116,11777016,74.03,27.7,7.91
ERC,LS9,Starting Grant (StG),2020,4,568.666,194.789,61.11965,6566537,86.6,29.66,9.31
ERC,LS9,Starting Grant (StG),2021,16,1486.333,548.062,215.02451,24195685,61.43,22.65,8.89
ERC,LS9,Starting Grant (StG),2022,20,1227.88,443.172,141.63985,31020824,39.58,14.29,4.57
ERC,LS9,Starting Grant (StG),2023,8,609.766,186.775,69.25826,11996913,50.83,15.57,5.77
ERC,LS9,Starting Grant (StG),2024,13,154.399,54.148,20.48051,20199206,7.64,2.68,1.01
ERC,LS9,Starting Grant (StG),2025,12,192.484,78.245,16.89809,18726381,10.28,4.18,0.9
ERC,LS9,Starting Grant (StG),2026,12,60.392,14.941,3.98059,18009728,3.35,0.83,0.22
ERC,None,Proof of Concept (PoC),2013,63,624.365,187.809,73.58888,9160194,68.16,20.5,8.03
ERC,None,Proof of Concept (PoC),2014,56,498.696,157.066,50.79499,8247074,60.47,19.05,6.16
ERC,None,Proof of Concept (PoC),2015,56,601.699,195.102,78.97394,8280539,72.66,23.56,9.54
ERC,None,Proof of Concept (PoC),2016,113,1869.407,688.091,212.99584,16785205,111.37,40.99,12.69
ERC,None,Proof of Concept (PoC),2017,125,2392.292,816.828,244.00778,18672420,128.12,43.75,13.07
ERC,None,Proof of Concept (PoC),2018,188,3163.945,1138.594,311.75653,28103272,112.58,40.51,11.09
ERC,None,Proof of Concept (PoC),2019,164,2062.993,606.435,220.85115,24483457,84.26,24.77,9.02
ERC,None,Proof of Concept (PoC),2020,137,1828.932,538.447,166.81312,20475832,89.32,26.3,8.15
ERC,None,Proof of Concept (PoC),2021,178,1900.756,649.849,148.85632,26676000,71.25,24.36,5.58
ERC,None,Proof of Concept (PoC),2022,184,310.297,94.121,33.97518,27600000,11.24,3.41,1.23
ERC,None,Proof of Concept (PoC),2023,3,0,0,0,449951,0,0,0
ERC,PC1,Support Actions (SA),2014,1,12.124,3.094,0.92935,149181,81.27,20.74,6.23
ERC,PE1,Advanced Grant (AdG),2012,1,77.9,94.322,37.07611,1248067,62.42,75.57,29.71
ERC,PE1,Advanced Grant (AdG),2013,12,436.267,415.364,205.34053,13822138,31.56,30.05,14.86
ERC,PE1,Advanced Grant (AdG),2014,15,585.533,506.764,259.79014,19523671,29.99,25.96,13.31
ERC,PE1,Advanced Grant (AdG),2015,9,257.017,361.774,132.5387,12950849,19.85,27.93,10.23
ERC,PE1,Advanced Grant (AdG),2016,15,864.493,878.643,412.10865,22351745,38.68,39.31,18.44
ERC,PE1,Advanced Grant (AdG),2017,16,897.822,904.461,419.72576,24999602,35.91,36.18,16.79
ERC,PE1,Advanced Grant (AdG),2018,23,954.069,993.399,414.2406,37456879,25.47,26.52,11.06
ERC,PE1,Advanced Grant (AdG),2019,11,647.593,650.465,303.2188,20251264,31.98,32.12,14.97
ERC,PE1,Advanced Grant (AdG),2020,2,52.886,71.011,29.5054,3731325,14.17,19.03,7.91
ERC,PE1,Advanced Grant (AdG),2021,11,465.574,302.24,160.51691,19430293,23.96,15.56,8.26
ERC,PE1,Advanced Grant (AdG),2022,12,437.802,356.215,146.13677,21791736,20.09,16.35,6.71
ERC,PE1,Advanced Grant (AdG),2023,10,205.405,179.599,71.09214,20100574,10.22,8.94,3.54
ERC,PE1,Advanced Grant (AdG),2024,10,74.569,78.106,31.00043,19473907,3.83,4.01,1.59
ERC,PE1,Advanced Grant (AdG),2025,7,51.488,34.435,18.74071,14201188,3.63,2.42,1.32
ERC,PE1,Advanced Grant (AdG),2026,3,0,0,0,5948576,0,0,0
ERC,PE1,Consolidator Grant (CoG),2018,2,60.82,87.993,35.48536,3000117,20.27,29.33,11.83
ERC,PE1,Consolidator Grant (CoG),2019,10,479.496,395.415,182.65577,12335741,38.87,32.05,14.81
ERC,PE1,Consolidator Grant (CoG),2020,2,36.183,45.152,17.03776,2509218,14.42,17.99,6.79
ERC,PE1,Consolidator Grant (CoG),2021,20,626.597,581.954,245.3781,29668095,21.12,19.62,8.27
ERC,PE1,Consolidator Grant (CoG),2022,14,532.039,382.91,151.41452,23298725,22.84,16.43,6.5
ERC,PE1,Consolidator Grant (CoG),2023,13,135.428,124.606,52.24669,18762200,7.22,6.64,2.78
ERC,PE1,Consolidator Grant (CoG),2024,9,59.804,69.001,20.00924,12221159,4.89,5.65,1.64
ERC,PE1,Consolidator Grant (CoG),2025,6,27.072,26.191,8.98941,9987857,2.71,2.62,0.9
ERC,PE1,Consolidator Grant (CoG),2026,7,11.299,11.885,5.41036,13041334,0.87,0.91,0.41
ERC,PE1,Consolidator Grant (CoG),2027,1,0,0,0,1745000,0,0,0
ERC,PE1,Starting Grant (StG),2012,1,0,0,0,400000,0,0,0
ERC,PE1,Starting Grant (StG),2013,18,396.433,410.833,205.29556,11168169,35.5,36.79,18.38
ERC,PE1,Starting Grant (StG),2014,14,669.433,498.732,188.08782,9168467,73.01,54.4,20.51
ERC,PE1,Starting Grant (StG),2015,19,619.055,615.982,275.99634,16358289,37.84,37.66,16.87
ERC,PE1,Starting Grant (StG),2016,30,1117.743,1012.87,482.1994,27590785,40.51,36.71,17.48
ERC,PE1,Starting Grant (StG),2017,19,635.691,686.479,298.38309,17785636,35.74,38.6,16.78
ERC,PE1,Starting Grant (StG),2018,19,739.646,790.455,313.27462,21106102,35.04,37.45,14.84
ERC,PE1,Starting Grant (StG),2019,5,191.444,221.676,95.39877,5464784,35.03,40.56,17.46
ERC,PE1,Starting Grant (StG),2020,7,221.194,217.606,99.533,7258504,30.47,29.98,13.71
ERC,PE1,Starting Grant (StG),2021,17,375.544,448.413,164.1646,19966384,18.81,22.46,8.22
ERC,PE1,Starting Grant (StG),2022,18,385.802,324.507,140.08923,20075640,19.22,16.16,6.98
ERC,PE1,Starting Grant (StG),2023,17,204.317,235.948,88.78011,22006705,9.28,10.72,4.03
ERC,PE1,Starting Grant (StG),2024,8,52.152,58.716,21.69959,9926261,5.25,5.92,2.19
ERC,PE1,Starting Grant (StG),2025,16,29.031,35.544,11.23625,22957085,1.26,1.55,0.49
ERC,PE1,Starting Grant (StG),2026,8,4.483,5.064,1.54616,11088526,0.4,0.46,0.14
ERC,PE10,Advanced Grant (AdG),2013,4,1082.821,474.013,168.79409,6430080,168.4,73.72,26.25
ERC,PE10,Advanced Grant (AdG),2014,7,1047.649,433.122,199.07402,15769835,66.43,27.47,12.62
ERC,PE10,Advanced Grant (AdG),2015,8,924.586,409.073,155.4029,19594198,47.19,20.88,7.93
ERC,PE10,Advanced Grant (AdG),2016,8,2105.363,981.151,276.86758,20182039,104.32,48.62,13.72
ERC,PE10,Advanced Grant (AdG),2017,13,2333.279,1012.64,367.26288,30703590,75.99,32.98,11.96
ERC,PE10,Advanced Grant (AdG),2018,15,2219.621,974.498,308.65904,35267252,62.94,27.63,8.75
ERC,PE10,Advanced Grant (AdG),2019,13,1916.685,783.256,309.14468,33659330,56.94,23.27,9.18
ERC,PE10,Advanced Grant (AdG),2020,3,409.89,160.94,78.80834,8174151,50.14,19.69,9.64
ERC,PE10,Advanced Grant (AdG),2021,11,1268.688,496.53,173.18616,29024662,43.71,17.11,5.97
ERC,PE10,Advanced Grant (AdG),2022,15,1872.349,775.437,232.65601,37814364,49.51,20.51,6.15
ERC,PE10,Advanced Grant (AdG),2023,13,575.004,220.987,84.39036,34360925,16.73,6.43,2.46
ERC,PE10,Advanced Grant (AdG),2024,11,499.296,208.932,60.60976,32768021,15.24,6.38,1.85
ERC,PE10,Advanced Grant (AdG),2025,6,10.094,3.471,2.04997,18147757,0.56,0.19,0.11
ERC,PE10,Advanced Grant (AdG),2026,2,50.027,20.626,5.21298,5917244,8.45,3.49,0.88
ERC,PE10,Consolidator Grant (CoG),2016,1,7.227,2.213,1.61804,1192911,6.06,1.86,1.36
ERC,PE10,Consolidator Grant (CoG),2019,12,2928.115,1281.308,395.32849,23478353,124.72,54.57,16.84
ERC,PE10,Consolidator Grant (CoG),2020,6,510.843,201.5,71.70479,11462517,44.57,17.58,6.26
ERC,PE10,Consolidator Grant (CoG),2021,15,1654.049,634.982,263.85406,30036471,55.07,21.14,8.78
ERC,PE10,Consolidator Grant (CoG),2022,19,1684.175,630.979,241.56737,39274586,42.88,16.07,6.15
ERC,PE10,Consolidator Grant (CoG),2023,13,759.405,277.339,113.27619,26479523,28.68,10.47,4.28
ERC,PE10,Consolidator Grant (CoG),2024,15,340.024,134.494,55.16786,30140788,11.28,4.46,1.83
ERC,PE10,Consolidator Grant (CoG),2025,12,109.33,36.965,16.46256,25339402,4.31,1.46,0.65
ERC,PE10,Consolidator Grant (CoG),2026,13,22.562,7.496,3.42285,28131466,0.8,0.27,0.12
ERC,PE10,Starting Grant (StG),2013,1,88.492,40.713,19.72826,1099040,80.52,37.04,17.95
ERC,PE10,Starting Grant (StG),2014,3,340.249,147.955,67.88159,4346862,78.27,34.04,15.62
ERC,PE10,Starting Grant (StG),2015,10,1287.386,589.392,221.69856,14834882,86.78,39.73,14.94
ERC,PE10,Starting Grant (StG),2016,15,2091.909,919.756,365.1498,20175228,103.69,45.59,18.1
ERC,PE10,Starting Grant (StG),2017,19,3003.259,1260.951,489.24104,29526653,101.71,42.71,16.57
ERC,PE10,Starting Grant (StG),2018,14,2352.817,947.867,374.2668,21786930,107.99,43.51,17.18
ERC,PE10,Starting Grant (StG),2019,6,756.481,306.527,119.89677,9470417,79.88,32.37,12.66
ERC,PE10,Starting Grant (StG),2020,3,690.3,271.98,79.14086,4702247,146.8,57.84,16.83
ERC,PE10,Starting Grant (StG),2021,16,2157.706,888.439,313.38225,26125427,82.59,34.01,12
ERC,PE10,Starting Grant (StG),2022,23,2344.521,896.515,320.83461,37432689,62.63,23.95,8.57
ERC,PE10,Starting Grant (StG),2023,17,692.679,297.219,101.93449,26751288,25.89,11.11,3.81
ERC,PE10,Starting Grant (StG),2024,15,396.875,152.15,62.08489,24066210,16.49,6.32,2.58
ERC,PE10,Starting Grant (StG),2025,12,72.975,31.216,10.92436,18663084,3.91,1.67,0.59
ERC,PE10,Starting Grant (StG),2026,12,10.82,2.728,2.24878,21541868,0.5,0.13,0.1
ERC,PE2,Advanced Grant (AdG),2013,6,273.986,138.13,23.81034,11699600,23.42,11.81,2.04
ERC,PE2,Advanced Grant (AdG),2014,10,2672.057,899.764,417.65551,20452072,130.65,43.99,20.42
ERC,PE2,Advanced Grant (AdG),2015,7,682.792,228.978,115.54351,14473984,47.17,15.82,7.98
ERC,PE2,Advanced Grant (AdG),2016,22,3980.01,1396.255,624.9601,45130771,88.19,30.94,13.85
ERC,PE2,Advanced Grant (AdG),2017,16,3070.012,962.502,476.83785,35045897,87.6,27.46,13.61
ERC,PE2,Advanced Grant (AdG),2018,20,2443.297,796.221,341.30935,41730339,58.55,19.08,8.18
ERC,PE2,Advanced Grant (AdG),2019,16,2522.691,793.502,361.21248,29115772,86.64,27.25,12.41
ERC,PE2,Advanced Grant (AdG),2020,4,498.981,119.65,83.49463,8449276,59.06,14.16,9.88
ERC,PE2,Advanced Grant (AdG),2021,19,3049.351,1010.832,401.85669,40623340,75.06,24.88,9.89
ERC,PE2,Advanced Grant (AdG),2022,13,1722.918,645.11,220.6798,31623069,54.48,20.4,6.98
ERC,PE2,Advanced Grant (AdG),2023,14,520.266,164.341,69.47929,37074219,14.03,4.43,1.87
ERC,PE2,Advanced Grant (AdG),2024,11,612.517,167.548,88.09145,25701996,23.83,6.52,3.43
ERC,PE2,Advanced Grant (AdG),2025,10,204.836,68.275,19.51651,25171624,8.14,2.71,0.78
ERC,PE2,Advanced Grant (AdG),2026,1,0,0,0,2499206,0,0,0
ERC,PE2,Consolidator Grant (CoG),2018,4,325.792,132.384,34.5441,7435338,43.82,17.8,4.65
ERC,PE2,Consolidator Grant (CoG),2019,15,1676.411,501.664,253.18314,27077743,61.91,18.53,9.35
ERC,PE2,Consolidator Grant (CoG),2020,12,1287.709,442.686,164.8393,23012927,55.96,19.24,7.16
ERC,PE2,Consolidator Grant (CoG),2021,23,3043.696,997.207,433.94251,42121231,72.26,23.67,10.3
ERC,PE2,Consolidator Grant (CoG),2022,20,2407.087,844.888,277.0595,38234084,62.96,22.1,7.25
ERC,PE2,Consolidator Grant (CoG),2023,16,1257.443,368.948,185.55285,28767170,43.71,12.83,6.45
ERC,PE2,Consolidator Grant (CoG),2024,14,286.634,104.305,35.97076,27375607,10.47,3.81,1.31
ERC,PE2,Consolidator Grant (CoG),2025,13,143.03,48.386,18.83578,25182196,5.68,1.92,0.75
ERC,PE2,Consolidator Grant (CoG),2026,13,46.139,19.839,2.58898,25790280,1.79,0.77,0.1
ERC,PE2,Starting Grant (StG),2012,3,71.133,20.987,11.0352,2563916,27.74,8.19,4.3
ERC,PE2,Starting Grant (StG),2013,10,658.181,273.135,111.3163,10245600,64.24,26.66,10.86
ERC,PE2,Starting Grant (StG),2014,12,1333.899,477.707,181.05726,14839065,89.89,32.19,12.2
ERC,PE2,Starting Grant (StG),2015,20,2612.752,1046.315,348.64332,22537357,115.93,46.43,15.47
ERC,PE2,Starting Grant (StG),2016,21,2519.939,1002.682,344.56515,26497667,95.1,37.84,13
ERC,PE2,Starting Grant (StG),2017,32,5690.792,1966.002,735.06791,42805850,132.94,45.93,17.17
ERC,PE2,Starting Grant (StG),2018,21,2323.802,735.36,356.69274,29054772,79.98,25.31,12.28
ERC,PE2,Starting Grant (StG),2019,8,431.519,118.729,69.5026,10332665,41.76,11.49,6.73
ERC,PE2,Starting Grant (StG),2020,15,2382.044,748.85,338.54505,20293564,117.38,36.9,16.68
ERC,PE2,Starting Grant (StG),2021,24,2289.418,795.785,279.35834,35162192,65.11,22.63,7.94
ERC,PE2,Starting Grant (StG),2022,17,764.29,214.924,116.49323,24412975,31.31,8.8,4.77
ERC,PE2,Starting Grant (StG),2023,20,1872.031,547.504,258.19287,29129028,64.27,18.8,8.86
ERC,PE2,Starting Grant (StG),2024,20,540.471,211.508,53.04568,30935743,17.47,6.84,1.71
ERC,PE2,Starting Grant (StG),2025,20,276.579,93.702,36.06844,29720374,9.31,3.15,1.21
ERC,PE2,Starting Grant (StG),2026,13,19.132,6.84,3.33281,20331690,0.94,0.34,0.16
ERC,PE3,Advanced Grant (AdG),2013,10,1024.221,456.309,104.9878,19025174,53.84,23.98,5.52
ERC,PE3,Advanced Grant (AdG),2014,4,1330.937,551.971,202.51288,7367544,180.65,74.92,27.49
ERC,PE3,Advanced Grant (AdG),2015,11,2389.128,934.509,262.51826,24359838,98.08,38.36,10.78
ERC,PE3,Advanced Grant (AdG),2016,15,1758.539,805.094,141.49118,34004322,51.72,23.68,4.16
ERC,PE3,Advanced Grant (AdG),2017,14,2956.957,1229.809,354.76237,26505936,111.56,46.4,13.38
ERC,PE3,Advanced Grant (AdG),2018,15,3059.787,1105.891,382.39218,29463598,103.85,37.53,12.98
ERC,PE3,Advanced Grant (AdG),2019,14,4006.159,1463.911,427.86976,33076102,121.12,44.26,12.94
ERC,PE3,Advanced Grant (AdG),2020,6,1891.029,733.697,139.15942,14855416,127.3,49.39,9.37
ERC,PE3,Advanced Grant (AdG),2021,11,2138.361,820.035,202.71133,25288118,84.56,32.43,8.02
ERC,PE3,Advanced Grant (AdG),2022,14,2563.649,909.663,259.51478,31417190,81.6,28.95,8.26
ERC,PE3,Advanced Grant (AdG),2023,14,2546.491,997.297,184.76373,34397668,74.03,28.99,5.37
ERC,PE3,Advanced Grant (AdG),2024,10,387.877,144.317,38.11557,22573061,17.18,6.39,1.69
ERC,PE3,Advanced Grant (AdG),2025,6,257.049,98.519,14.73219,16310755,15.76,6.04,0.9
ERC,PE3,Advanced Grant (AdG),2026,2,23.124,9.422,3.12095,4986726,4.64,1.89,0.63
ERC,PE3,Consolidator Grant (CoG),2018,2,333.845,100.312,35.22572,2649572,126,37.86,13.29
ERC,PE3,Consolidator Grant (CoG),2019,13,3051.796,1263.033,307.88319,23310703,130.92,54.18,13.21
ERC,PE3,Consolidator Grant (CoG),2020,9,1332.07,520.563,161.38989,18078947,73.68,28.79,8.93
ERC,PE3,Consolidator Grant (CoG),2021,18,2748.339,1035.969,306.03877,36932632,74.41,28.05,8.29
ERC,PE3,Consolidator Grant (CoG),2022,23,3628.166,1506.131,330.93851,45066780,80.51,33.42,7.34
ERC,PE3,Consolidator Grant (CoG),2023,14,1956.098,759.918,180.65443,27547577,71.01,27.59,6.56
ERC,PE3,Consolidator Grant (CoG),2024,13,816.723,343.249,64.32692,27272471,29.95,12.59,2.36
ERC,PE3,Consolidator Grant (CoG),2025,12,245.604,101.315,12.02103,24186368,10.15,4.19,0.5
ERC,PE3,Consolidator Grant (CoG),2026,13,102.82,45.118,6.26809,28205506,3.65,1.6,0.22
ERC,PE3,Starting Grant (StG),2012,2,214.609,88.777,30.63687,2179196,98.48,40.74,14.06
ERC,PE3,Starting Grant (StG),2013,15,1547.488,644.586,185.99032,21245350,72.84,30.34,8.75
ERC,PE3,Starting Grant (StG),2014,10,1881.366,779.209,260.12292,15871007,118.54,49.1,16.39
ERC,PE3,Starting Grant (StG),2015,23,3921.259,1642.134,425.30199,32363268,121.16,50.74,13.14
ERC,PE3,Starting Grant (StG),2016,17,2565.302,1018.886,288.72351,26162997,98.05,38.94,11.04
ERC,PE3,Starting Grant (StG),2017,29,5194.233,2226.09,557.95154,41876242,124.04,53.16,13.32
ERC,PE3,Starting Grant (StG),2018,20,3912.866,1566.619,393.81313,30148005,129.79,51.96,13.06
ERC,PE3,Starting Grant (StG),2019,2,881.558,297.496,90.24939,2999895,293.86,99.17,30.08
ERC,PE3,Starting Grant (StG),2020,8,588.916,252.012,46.53713,12591926,46.77,20.01,3.7
ERC,PE3,Starting Grant (StG),2021,28,4719.448,1712.749,403.62559,42528661,110.97,40.27,9.49
ERC,PE3,Starting Grant (StG),2022,20,2113.434,701.614,225.74053,31038031,68.09,22.6,7.27
ERC,PE3,Starting Grant (StG),2023,18,1713.445,659.106,166.41397,27570233,62.15,23.91,6.04
ERC,PE3,Starting Grant (StG),2024,20,723.187,302.61,58.2198,32242017,22.43,9.39,1.81
ERC,PE3,Starting Grant (StG),2025,15,213.112,80.959,22.37573,24241836,8.79,3.34,0.92
ERC,PE3,Starting Grant (StG),2026,11,14.136,6.806,1.4,19376412,0.73,0.35,0.07
ERC,PE4,Advanced Grant (AdG),2013,8,1630.543,540.603,172.43138,13783292,118.3,39.22,12.51
ERC,PE4,Advanced Grant (AdG),2014,3,505.455,170.08,94.2575,3998420,126.41,42.54,23.57
ERC,PE4,Advanced Grant (AdG),2015,14,2051.114,732.839,234.42738,30367049,67.54,24.13,7.72
ERC,PE4,Advanced Grant (AdG),2016,9,2401.577,776.351,286.43239,20905248,114.88,37.14,13.7
ERC,PE4,Advanced Grant (AdG),2017,12,3932.095,1358.55,446.46399,29522108,133.19,46.02,15.12
ERC,PE4,Advanced Grant (AdG),2018,14,3810.195,1128.618,456.85783,34844493,109.35,32.39,13.11
ERC,PE4,Advanced Grant (AdG),2019,4,978.598,312.287,93.74098,9999848,97.86,31.23,9.37
ERC,PE4,Advanced Grant (AdG),2020,3,1519.715,489.635,132.35603,7355931,206.6,66.56,17.99
ERC,PE4,Advanced Grant (AdG),2021,11,2364.773,833.836,231.47941,28244315,83.73,29.52,8.2
ERC,PE4,Advanced Grant (AdG),2022,11,1302.613,417.081,135.80734,25333578,51.42,16.46,5.36
ERC,PE4,Advanced Grant (AdG),2023,10,1040.937,343.785,82.25122,24798871,41.98,13.86,3.32
ERC,PE4,Advanced Grant (AdG),2024,13,999.089,311.243,86.71513,34419647,29.03,9.04,2.52
ERC,PE4,Advanced Grant (AdG),2025,6,84.765,25.713,6.81935,15193418,5.58,1.69,0.45
ERC,PE4,Consolidator Grant (CoG),2018,1,0,0,0,1982908,0,0,0
ERC,PE4,Consolidator Grant (CoG),2019,11,2572.593,839.753,245.6,21861487,117.68,38.41,11.23
ERC,PE4,Consolidator Grant (CoG),2020,10,1860.404,556.956,203.11712,19333282,96.23,28.81,10.51
ERC,PE4,Consolidator Grant (CoG),2021,15,3126.139,978.279,292.29594,28860551,108.32,33.9,10.13
ERC,PE4,Consolidator Grant (CoG),2022,14,2890.933,867.594,221.25809,28247637,102.34,30.71,7.83
ERC,PE4,Consolidator Grant (CoG),2023,18,1412.193,448.747,112.15525,37596965,37.56,11.94,2.98
